6,6,6,6,6,8,6,6,8,8,6,6,9,6,6,8
7,6,6,6,8,8,6,6,6,7,6,6,6,6,6,6
6,6,6,6,6,6,6,8,6,6,6,6,6,6,9,7
12,6,6,6,6,6,6,6,6,8,10,6,6,6,6,6
9,8,6,6,6,6,6,6,10,6,6,6,6,6,6,6
6,9,6,6,6,6,6,6,6,6,7,7,6,6,8,6
6,8,6,6,6,8,6,6,7,8,6,6,6,6,11,6
6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,6,6,6,6,8,8,6,6,6,6
6,6,6,6,6,6,6,6,6,8,8,6,6,6,6,6
6,6,6,6,6,6,6,6,8,6,6,6,6,10,6,6
8,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6
6,8,6,6,8,8,8,6,6,6,6,6,6,6,9,6
6,6,6,6,6,6,6,6,6,6,12,6,6,6,6,6
6,6,6,8,6,12,6,6,8,6,6,6,6,6,6,6
6,8,6,6,6,6,6,6,8,8,7,6,6,6,8,6
6,6,6,6,6,8,6,6,6,6,6,6,7,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,7,6,6,6,6,8,6,6,6,6,8,6,6,6
6,6,6,8,6,8,6,9,6,6,6,6,6,6,9,6
10,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6
6,7,6,6,6,6,6,6,6,6,6,10,6,8,6,6
9,6,6,6,6,6,10,6,6,6,10,8,6,6,10,6
6,6,6,6,6,6,9,8,6,6,6,6,6,6,6,6
6,11,6,8,6,8,6,6,6,6,6,8,6,6,6,6
6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,8,6,8,6,6,6,6,6,6,6
6,8,6,6,6,8,6,9,6,8,6,8,6,11,6,6
6,6,8,6,6,8,6,6,6,6,6,6,6,6,12,8
6,8,6,6,6,6,6,6,6,6,6,6,8,7,6,6
6,6,6,6,8,6,6,6,6,8,6,6,6,6,6,6
8,6,6,6,6,6,6,10,6,6,8,6,6,6,7,6
6,6,8,6,6,6,6,8,6,6,6,6,8,6,6,6
11,6,7,8,6,6,6,6,6,6,6,8,8,6,8,10
6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6
6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,8,8,6,6,6,6,6,6,8
6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,10,8,6,6,10,6,6,6,6,10,8
6,6,6,9,6,6,6,6,6,8,8,6,8,6,6,6
6,6,6,6,9,6,6,6,7,8,6,7,6,6,6,6
6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,9,6,6,6,6,6,8,6,6,8,6,6,6
12,6,7,6,6,6,6,6,8,8,6,6,6,9,6,6
7,6,6,6,6,6,8,6,6,11,6,6,8,6,6,6
6,8,6,6,6,10,6,6,6,10,11,6,6,6,6,9
6,6,6,6,6,7,6,8,6,6,6,6,6,6,6,6
8,6,6,8,6,6,6,6,6,6,6,6,8,6,6,6
6,6,8,6,6,6,6,6,6,6,8,6,6,6,6,6
6,9,6,6,6,8,6,8,6,7,6,6,6,10,6,6
6,6,6,6,6,6,6,11,9,8,6,6,6,6,6,6
6,6,6,6,8,6,6,8,6,6,8,6,6,6,6,6
